Row_Number,Cell_ID,MERFISH_cell_type_annotation.y
2603,2707604700060100167,MV_in_Sema5b
2604,2787889600282100026,oligodendrocyte_progenitor_2
2605,2796212800792100334,DH_in_Cdh3
2606,2946331700000013482,DH_in_Npy
2607,2795584800166100142,oligodendrocyte_progenitor_2
2608,2707604700091100078,oligodendrocyte_progenitor_2
2609,2787445900657100062,MV_ex_Syt2
2610,2656144900235100258,astrocyte_1
2611,2656143800418100193,oligodendrocyte_progenitor_2
2612,2795103300297100101,oligodendrocyte_progenitor_2
2613,2656144900542100127,astrocyte_1
2614,2656143800002100098,DH_ex_Grpr
2615,2946331700000005287,astrocyte_1
2616,2726544600056100041,oligodendrocyte_progenitor_2
2617,2707737900059100127,oligodendrocyte_progenitor_2
2618,2707737900132100050,alpha_motoneuron
2619,2795103300193100166,DH_in_Pdyn
2620,2787445900396100247,oligodendrocyte_progenitor_2
2621,2795584800589100087,alpha_motoneuron
2622,2707604800425100267,oligodendrocyte_progenitor_2
2623,2726544600055100050,oligodendrocyte_progenitor_2
2624,2707604700117100036,oligodendrocyte_progenitor_2
2625,2707737900101100179,DH_ex_Sox5/Tac1
2626,2787889600057100196,oligodendrocyte_progenitor_2
2627,2795103300410100155,M_ex_Vsx2
2628,2787445900165100004,oligodendrocyte_progenitor_2
2629,2787889600303100030,astrocyte_2
2630,2787445900544100047,DM_ex_Zfhx3
2631,2787445900738200001,oligodendrocyte_progenitor_2
2632,2787445900252100007,oligodendrocyte_progenitor_2
2633,2946331700000017607,astrocyte_1
2634,2787889600201100036,oligodendrocyte_progenitor_2
2635,2656144900112100268,astrocyte_1
2636,2796212800946100072,MV_in_Gabra1
2637,2946331700000015858,astrocyte_1
2638,2707604700094100056,oligodendrocyte_progenitor_2
2639,2656143800002100122,DH_ex_Reln/Nmur2
2640,2795903600268100086,oligodendrocyte_progenitor_2
2641,2787889600278100063,oligodendrocyte_progenitor_2
2642,2707604000122100058,alpha_motoneuron
2643,2796212800788100028,alpha_motoneuron
2644,2795584800435100103,oligodendrocyte_progenitor_2
2645,2795903600640100162,MV_in_Gm26673
2646,2796212800272100125,astrocyte_1
2647,2796212800563100129,oligodendrocyte_progenitor_2
2648,2707737900145100127,oligodendrocyte_progenitor_2
2649,2787445900398100076,oligodendrocyte_progenitor_2
2650,2656144900137100079,DH_ex_Reln
2651,2796212800281100104,astrocyte_1
2652,2707604000053100067,oligodendrocyte_progenitor_2
2653,2795903600590100122,oligodendrocyte_progenitor_2
2654,2796212800595100108,oligodendrocyte_progenitor_2
2655,2787889600352100094,MV_in_Gm26673
2656,2795103300400100165,DH_in_Npy
2657,2656143800240100110,DH_in_Cdh3
2658,2787445900328100061,oligodendrocyte_progenitor_2
2659,2796212800788100066,oligodendrocyte_progenitor_2
2660,2787445900396100175,M_ex_Vsx2
2661,2726543700141100045,MV_in_Gabra1
2662,2795584800086100178,DH_in_Cdh3
2663,2796212800554100236,DH_ex_Reln/Nmur2
2664,2787445900170100236,MV_in_Esrrb
2665,2787889600516100058,oligodendrocyte_progenitor_2
2666,2796212801042100083,oligodendrocyte_progenitor_2
2667,2656144300187100014,oligodendrocyte_progenitor_2
2668,2656144300172100086,alpha_motoneuron
2669,2795103300200100065,oligodendrocyte_progenitor_2
2670,2656144900530100164,MV_in_Gabra1
2671,2787445900282100024,oligodendrocyte_progenitor_2
2672,2796212800978100194,oligodendrocyte_progenitor_2
2673,2795103300216100130,DH_in_Npy
2674,2787445900726100162,DH_in_Cdh3
2675,2656144300162100042,oligodendrocyte_progenitor_2
2676,2795903600269100088,oligodendrocyte_progenitor_2
2677,2787445900358100148,oligodendrocyte_progenitor_2
2678,2787445900761100251,oligodendrocyte_progenitor_2
2679,2656143800130100119,oligodendrocyte_progenitor_2
2680,2707737900098200026,astrocyte_2
2681,2656144900478100139,alpha_motoneuron
2682,2795903600352100080,oligodendrocyte_progenitor_2
2683,2707737900035100043,oligodendrocyte_progenitor_2
2684,2946331700000010744,DM_ex_Zfhx3
2685,2656144900344100074,astrocyte_1
2686,2656144300172200038,astrocyte_2
2687,2707604700083100139,oligodendrocyte_progenitor_2
2688,2787445900364100098,oligodendrocyte_progenitor_2
2689,2707604700083100074,MV_ex_Syt2
2690,2707604700015100035,oligodendrocyte_progenitor_2
2691,2707604700063100216,DH_ex_Reln
2692,2787445900464100098,oligodendrocyte_progenitor_2
2693,2796212800882100364,DH_in_Cdh3
2694,2795103300113100204,alpha_motoneuron
2695,2795584800350100028,oligodendrocyte_progenitor_2
2696,2707604700251100119,DH_in_Npy2r
2697,2656144900640100088,DH_ex_Reln/Nmur2
2698,2656143800241100181,MV_ex_Syt2
2699,2656144900326100094,astrocyte_1
2700,2656144900085100214,DH_ex_Sox5
2701,2707604000025100011,oligodendrocyte_progenitor_2
2702,2707604000140100189,DH_ex_Grp
2703,2656143800420200053,oligodendrocyte_progenitor_2
2704,2656144900423100018,astrocyte_1
2705,2796212800561100130,MV_in_Esrrb
2706,2787889600096100123,oligodendrocyte_progenitor_2
2707,2726562800240100072,oligodendrocyte_progenitor_2
2708,2796212800594100254,MV_in_Gabra1
2709,2795584800377100076,oligodendrocyte_progenitor_2
2710,2795103300447100147,oligodendrocyte_progenitor_2
2711,2656144900489100168,astrocyte_1
2712,2787889600060100033,oligodendrocyte_progenitor_2
2713,2796212800329100048,oligodendrocyte_progenitor_2
2714,2787445900899100064,oligodendrocyte_progenitor_2
2715,2946331700000006652,DM_ex_Zfhx3
2716,2795584800449100014,MV_in_Gm26673
2717,2656144900211100035,MV_in_Gm26673
2718,2656144900480100157,alpha_motoneuron
2719,2795584800130100195,oligodendrocyte_progenitor_2
2720,2707737900051100032,oligodendrocyte_progenitor_2
2721,2795584800361100029,DH_in_Cdh3
2722,2787889600452100022,astrocyte_2
2723,2707737900088100013,oligodendrocyte_progenitor_2
2724,2707604700094100133,DH_in_Pdyn/Gal
2725,2707604000056100181,MV_in_Esrrb
2726,2795584800711100192,oligodendrocyte_progenitor_2
2727,2945606900000000980,oligodendrocyte_progenitor_2
2728,2787445900841100065,oligodendrocyte_progenitor_2
2729,2707604800382100158,oligodendrocyte_progenitor_2
2730,2707737900086100166,oligodendrocyte_progenitor_2
2731,2726543700129200147,DM_ex_Zfhx3
2732,2787889600412100082,DH_ex_Sox5/Tac1
2733,2707737900146200118,MV_in_Gabra1
2734,2787445900436200041,oligodendrocyte_2
2735,2787445900210100089,oligodendrocyte_progenitor_2
2736,2787445900699100026,oligodendrocyte_progenitor_2
2737,2707604700199100093,alpha_motoneuron
2738,2946331700000018245,oligodendrocyte_progenitor_2
2739,2787889600522100141,oligodendrocyte_progenitor_2
2740,2945606900000003509,oligodendrocyte_progenitor_2
2741,2787445900329200007,oligodendrocyte_progenitor_2
2742,2795584800170100076,alpha_motoneuron
2743,2656144900166100064,MV_in_Gabra1
2744,2946331700000003137,oligodendrocyte_progenitor_2
2745,2787445900823100021,oligodendrocyte_progenitor_2
2746,2707604700341100277,M_ex_Neurod2
2747,2726562700278100158,alpha_motoneuron
2748,2787889600387100042,oligodendrocyte_progenitor_2
2749,2656144900115100087,astrocyte_1
2750,2787445900687100181,oligodendrocyte_progenitor_2
2751,2945606900000001143,oligodendrocyte_progenitor_2
2752,2945606900000006545,oligodendrocyte_progenitor_2
2753,2796212800951100120,alpha_motoneuron
2754,2787445900250100170,oligodendrocyte_progenitor_2
2755,2795903600641200074,oligodendrocyte_progenitor_2
2756,2796212800410200020,DH_in_Rorb
2757,2796212800879100103,oligodendrocyte_progenitor_2
2758,2795903600617100091,oligodendrocyte_progenitor_2
2759,2656144900616100168,astrocyte_1
2760,2787445900686100112,DH_ex_Sox5/Tac1
2761,2796212800396100053,MV_in_Esrrb
2762,2707604000057100118,oligodendrocyte_progenitor_2
2763,2787445900352100186,DH_ex_Reln/Nmur2
2764,2787445900723100060,DH_in_Cdh3
2765,2787889600348100075,oligodendrocyte_progenitor_2
2766,2787889600413100220,oligodendrocyte_progenitor_2
2767,2787445900622100162,oligodendrocyte_progenitor_2
2768,2795903600437100099,oligodendrocyte_progenitor_2
2769,2787889600485100083,alpha_motoneuron
2770,2787889600416100014,oligodendrocyte_progenitor_2
2771,2796212800977100165,DH_in_Cdh3
2772,2656143800390100068,DH_in_Pdyn/Gal
2773,2787445900395100192,alpha_motoneuron
2774,2795903600640100139,MV_ex_Syt2
2775,2787445900581100205,oligodendrocyte_progenitor_2
2776,2707604800340200026,oligodendrocyte_progenitor_2
2777,2946331700000010888,DH_in_Cdh3
2778,2787445900168200095,oligodendrocyte_progenitor_2
2779,2796212800431100279,oligodendrocyte_progenitor_2
2780,2787445900300100134,DM_ex_Zfhx3
2781,2707737900049100175,DH_ex_Nmu/Tac2
2782,2796212800791100118,M_in_Tfap2b
2783,2656144900423100058,astrocyte_1
2784,2656144300062100116,MV_in_Gm26673
2785,2796212800758100178,oligodendrocyte_progenitor_2
2786,2656144900209100093,DH_in_Npy2r
2787,2787889600547100082,oligodendrocyte_progenitor_2
2788,2795903600452100104,alpha_motoneuron
2789,2787445900687100171,oligodendrocyte_progenitor_2
2790,2796212800486100190,oligodendrocyte_progenitor_2
2791,2726544600408200015,oligodendrocyte_progenitor_2
2792,2656144900235100248,DM_ex_Zfhx3
2793,2787889600350100033,MV_in_Gm26673
2794,2787889600616100019,oligodendrocyte_progenitor_2
2795,2795584800161100103,oligodendrocyte_progenitor_2
2796,2787445900264100110,oligodendrocyte_progenitor_2
2797,2787889600386100197,MV_in_Gabra1
2798,2946331700000001571,DM_ex_Zfhx3
2799,2787445900789100148,alpha_motoneuron
2800,2787889600386100119,MV_ex_Syt2
2801,2945606900000010665,oligodendrocyte_progenitor_2
2802,2787889600412100166,DH_in_Cdh3
2803,2787889600280100311,MV_ex_Syt2
2804,2787889600373100085,DH_ex_Grpr
2805,2795103300447100172,oligodendrocyte_progenitor_2
2806,2795584800675100136,oligodendrocyte_progenitor_2
2807,2946331700000018381,DH_in_Npy2r
2808,2787445900659100173,oligodendrocyte_progenitor_2
2809,2787445900225100058,DH_ex_Reln/Nmur2
2810,2787445900724100205,oligodendrocyte_progenitor_2
2811,2787445900621100087,MV_in_Gabra1
2812,2795903600142100154,MV_ex_Shox2
2813,2707604800384100067,oligodendrocyte_progenitor_2
2814,2795103300233100143,DH_in_Npy
2815,2795584800421100206,oligodendrocyte_progenitor_2
2816,2796212800275100042,astrocyte_1
2817,2726544600384100075,oligodendrocyte_progenitor_2
2818,2726562800058100130,DM_ex_Zfhx3
2819,2787889600096100110,oligodendrocyte_progenitor_2
2820,2946331700000000517,oligodendrocyte_progenitor_2
2821,2707737900008100140,oligodendrocyte_progenitor_2
2822,2787889600349100057,oligodendrocyte_progenitor_2
2823,2795584800483100058,oligodendrocyte_progenitor_2
2824,2707604700035100114,oligodendrocyte_progenitor_2
2825,2795903600506100014,oligodendrocyte_progenitor_2
2826,2787445900096100028,oligodendrocyte_progenitor_2
2827,2787889600399100068,oligodendrocyte_progenitor_2
2828,2795584800380100022,oligodendrocyte_progenitor_2
2829,2787445900858100113,oligodendrocyte_progenitor_2
2830,2946331700000019951,DH_in_Pdyn
2831,2795584800447100065,oligodendrocyte_progenitor_2
2832,2795903600412100086,DH_in_Npy
2833,2787445900253100096,oligodendrocyte_progenitor_2
2834,2787445900822100089,DH_ex_Nmu/Tac2
2835,2656144900087100085,MV_in_Gm26673
2836,2795903600696100088,oligodendrocyte_progenitor_2
2837,2787445900263100230,oligodendrocyte_progenitor_2
2838,2795903600518100205,oligodendrocyte_progenitor_2
2839,2707604700387100080,oligodendrocyte_progenitor_2
2840,2796212800463100139,oligodendrocyte_progenitor_2
2841,2656144300209100077,oligodendrocyte_progenitor_2
2842,2787889600324100020,DH_ex_Nmu/Tac2
2843,2787889600487100054,oligodendrocyte_progenitor_2
2844,2795584800202100028,MV_in_Gabra1
2845,2795584800241100088,oligodendrocyte_progenitor_2
2846,2726543700228100183,DH_in_Pdyn
2847,2795903600427100217,MV_in_Gm26673
2848,2796212800109100195,astrocyte_1
2849,2787445900714100051,DH_ex_Sox5/Tac1
2850,2656144300146100170,astrocyte_2
2851,2656144900480100100,astrocyte_1
2852,2787445900622100153,DM_ex_Zfhx3
2853,2707604700272100212,DH_ex_Reln/Nmur2
2854,2787445900325100076,oligodendrocyte_progenitor_2
2855,2787445900798100060,MV_ex_Syt2
2856,2787889600481100142,M_ex_Vsx2
2857,2707737900114100075,oligodendrocyte_progenitor_2
2858,2656144900264100098,MV_in_Gm26673
2859,2795903600242100182,oligodendrocyte_progenitor_2
2860,2656143800054100125,oligodendrocyte_progenitor_2
2861,2796212800014200068,astrocyte_1
2862,2787889600315100226,oligodendrocyte_progenitor_2
2863,2656144900350100042,M_in_Tfap2b
2864,2795584800185100096,MV_in_Sema5b
2865,2787445900299100125,M_ex_Vsx2
2866,2707604000055100101,oligodendrocyte_progenitor_2
2867,2796212800977100252,oligodendrocyte_progenitor_2
2868,2787445900250100008,oligodendrocyte_progenitor_2
2869,2787445900433100080,oligodendrocyte_progenitor_2
2870,2726544600107100200,DH_in_Rorb
2871,2787445900861100100,MV_ex_Syt2
2872,2796212800627100139,DH_in_Pdyn/Gal
2873,2795584800413100218,oligodendrocyte_progenitor_2
2874,2795903600345100018,oligodendrocyte_progenitor_2
2875,2787889600352100180,MV_ex_Shox2
2876,2707604800362100126,oligodendrocyte_progenitor_2
2877,2656144900511100121,astrocyte_1
2878,2707604700107100231,oligodendrocyte_progenitor_2
2879,2787889600478100237,oligodendrocyte_progenitor_2
2880,2707737900048100068,oligodendrocyte_progenitor_2
2881,2946331700000010844,astrocyte_1
2882,2796212800142100168,DH_in_Npy
2883,2796212800431100165,DH_in_Pdyn
2884,2795584800638100167,oligodendrocyte_progenitor_2
2885,2707604800363100070,oligodendrocyte_progenitor_2
2886,2787889600449100038,MV_in_Esrrb
2887,2795903600641100218,oligodendrocyte_progenitor_2
2888,2787445900326100140,oligodendrocyte_progenitor_2
2889,2787889600280100124,DH_ex_Nmu/Tac2
2890,2795903600544100144,oligodendrocyte_progenitor_2
2891,2795103300121100154,MV_ex_Syt2
2892,2787445900359200137,oligodendrocyte_progenitor_2
2893,2707737900050100035,DH_ex_Reln/Nmur2
2894,2796212800487100214,MV_in_Gm26673
2895,2796212800231100136,oligodendrocyte_progenitor_2
2896,2787445900622100200,MV_ex_Shox2
2897,2707604800122100102,MV_in_Gabra1
2898,2795103300194100375,DH_ex_Reln
2899,2795903600544100206,oligodendrocyte_progenitor_2
2900,2787889600450200161,oligodendrocyte_progenitor_2
2901,2707604700223100157,oligodendrocyte_progenitor_2
2902,2795103300441100051,oligodendrocyte_progenitor_2
2903,2787889600195100271,oligodendrocyte_progenitor_2
2904,2787445900098100004,oligodendrocyte_progenitor_2
2905,2795584800420100151,MV_in_Gabra1
2906,2707604800217200013,oligodendrocyte_progenitor_2
2907,2946331700000021343,DH_ex_Sox5/Tac1
2908,2795584800124100153,oligodendrocyte_progenitor_2
2909,2707604700038100179,oligodendrocyte_progenitor_2
2910,2726543700097100129,MV_in_Gm26673
2911,2796212800297100101,oligodendrocyte_progenitor_2
2912,2795584800226100082,DH_ex_Nmu/Tac2
2913,2796212800922100254,oligodendrocyte_progenitor_2
2914,2726544600001100068,oligodendrocyte_progenitor_2
2915,2726562700259100139,oligodendrocyte_1
2916,2787445900725100164,MV_ex_Syt2
2917,2795103300153100193,DH_ex_Nmu/Tac2
2918,2656144900370100131,DM_ex_Zfhx3
2919,2796212800112100235,astrocyte_1
2920,2795103300344100230,oligodendrocyte_progenitor_2
2921,2795584800623200082,oligodendrocyte_progenitor_2
2922,2795903600195100068,M_ex_Vsx2
2923,2707604700037100152,M_ex_Vsx2
2924,2787889600414100099,oligodendrocyte_progenitor_2
2925,2795584800389100042,MV_in_Gabra1
2926,2787889600447100116,oligodendrocyte_progenitor_2
2927,2787445900329100047,oligodendrocyte_progenitor_2
2928,2707604800219100116,MV_in_Gm26673
2929,2656143800241200052,oligodendrocyte_progenitor_2
2930,2787445900399100086,oligodendrocyte_progenitor_2
2931,2707737900085100115,oligodendrocyte_progenitor_2
2932,2787445900301100046,oligodendrocyte_progenitor_2
2933,2795103300198100176,M_in_Tfap2b
2934,2796212800364100068,oligodendrocyte_progenitor_2
2935,2796212800457100037,oligodendrocyte_progenitor_2
2936,2707604700110100099,oligodendrocyte_progenitor_2
2937,2787445900400100116,oligodendrocyte_progenitor_2
2938,2726542200031100165,oligodendrocyte_progenitor_2
2939,2726562800259100057,oligodendrocyte_progenitor_2
2940,2707604700343100097,oligodendrocyte_progenitor_2
2941,2946331700000008768,astrocyte_1
2942,2795903600668100098,oligodendrocyte_progenitor_2
2943,2795903600427100200,MV_ex_Shox2
2944,2726562700235100102,oligodendrocyte_progenitor_2
2945,2795903600351100074,oligodendrocyte_progenitor_2
2946,2795584800317100067,oligodendrocyte_progenitor_2
2947,2787445900285100202,oligodendrocyte_progenitor_2
2948,2707604700341100226,oligodendrocyte_progenitor_2
2949,2795584800386100058,alpha_motoneuron
2950,2656144900426100126,astrocyte_1
2951,2787445900170100146,oligodendrocyte_progenitor_2
2952,2795584800168200076,oligodendrocyte_progenitor_2
2953,2787889600022100075,oligodendrocyte_progenitor_2
2954,2656143800055100069,oligodendrocyte_progenitor_2
2955,2656144900505100240,astrocyte_1
2956,2945606900000008139,DH_ex_Sox5/Tac1
2957,2707604800381100123,oligodendrocyte_progenitor_2
2958,2656144300188100079,oligodendrocyte_progenitor_2
2959,2787889600479100142,oligodendrocyte_progenitor_2
2960,2656144900609100094,astrocyte_1
2961,2795584800435100227,DH_ex_Nmu/Tac2
2962,2787445900840100040,oligodendrocyte_progenitor_2
2963,2707604000087100068,DH_ex_Grp
2964,2787889600414100084,DH_ex_Grp
2965,2796212801012100083,DH_in_Npy2r
2966,2795584800475100354,DH_ex_Grpr
2967,2787445900681100131,oligodendrocyte_progenitor_2
2968,2656144300163100026,DH_ex_Sox5/Tac1
2969,2787889600242100115,oligodendrocyte_progenitor_2
2970,2796212800978100289,MV_in_Sema5b
2971,2726543700465100021,DM_ex_Zfhx3
2972,2787889600486100044,oligodendrocyte_progenitor_2
2973,2787889600518100094,oligodendrocyte_progenitor_2
2974,2787889600450100052,oligodendrocyte_progenitor_2
2975,2726544200035100160,DH_in_Cdh3
2976,2726562700254100258,oligodendrocyte_1
2977,2707604700035100129,oligodendrocyte_progenitor_2
2978,2656143800415100032,DH_ex_Sox5
2979,2787889600384100050,oligodendrocyte_progenitor_2
2980,2707604000056100108,MV_in_Gabra1
2981,2787445900425100106,oligodendrocyte_progenitor_2
2982,2796212800759100226,oligodendrocyte_progenitor_2
2983,2795584800492200049,DH_in_Cdh3
2984,2796212800530100015,oligodendrocyte_progenitor_2
2985,2787445900163100014,oligodendrocyte_progenitor_2
2986,2795903600465100105,oligodendrocyte_progenitor_2
2987,2707737900020100117,oligodendrocyte_progenitor_2
2988,2656143800393200051,MV_in_Esrrb
2989,2707604000084100188,oligodendrocyte_progenitor_2
2990,2795584800639100062,oligodendrocyte_progenitor_2
2991,2787445900205100131,alpha_motoneuron
2992,2795103300346100016,MV_in_Sema5b
2993,2945606900000016841,oligodendrocyte_progenitor_2
2994,2707604000055100062,oligodendrocyte_progenitor_2
2995,2707604700272100173,DH_ex_Grp
2996,2796212800593200101,oligodendrocyte_progenitor_2
2997,2656144900561100079,DH_in_Npy2r
2998,2945606900000003353,oligodendrocyte_progenitor_2
2999,2795103300381100056,MV_in_Gm26673
3000,2795584800204100202,oligodendrocyte_progenitor_2
3001,2945606900000009991,DH_ex_Nmu/Tac2
3002,2945606900000008258,DH_in_Cdh3
3003,2787445900249100154,DH_ex_Grpr
3004,2656144300194100091,astrocyte_2
3005,2787445900297200033,oligodendrocyte_progenitor_2
3006,2707604700200100028,oligodendrocyte_progenitor_2
3007,2707604700202100098,oligodendrocyte_progenitor_2
3008,2787889600245100091,DH_ex_Reln/Nmur2
3009,2787889600243100118,oligodendrocyte_progenitor_2
3010,2656144900541100232,astrocyte_1
3011,2945606900000008288,oligodendrocyte_progenitor_2
3012,2656144900479100104,MV_in_Sema5b
3013,2796212801012100276,oligodendrocyte_progenitor_2
3014,2796212800716100019,DH_in_Rorb
3015,2796212800342100093,astrocyte_1
3016,2787889600091100104,oligodendrocyte_progenitor_2
3017,2795103300400100209,DH_in_Pdyn
3018,2795103300364100173,oligodendrocyte_progenitor_2
3019,2787445900364100113,oligodendrocyte_progenitor_2
3020,2787445900511100018,oligodendrocyte_progenitor_2
3021,2787889600056100155,oligodendrocyte_progenitor_2
3022,2787445900253200119,DH_ex_Nmu/Tac2
3023,2656144900421100144,MV_ex_Syt2
3024,2656143800002100054,oligodendrocyte_progenitor_2
3025,2787445900726100102,DH_in_Rorb
3026,2656144900643100065,astrocyte_1
3027,2787445900390100039,DH_ex_Reln/Nmur2
3028,2656144900478100141,astrocyte_1
3029,2787889600317100071,oligodendrocyte_progenitor_2
3030,2656143800368100174,MV_ex_Syt2
3031,2707604800364100074,DH_in_Cdh3
3032,2787889600410100307,oligodendrocyte_progenitor_2
3033,2796212800080100059,astrocyte_1
3034,2787889600093100174,oligodendrocyte_progenitor_2
3035,2787445900509100100,oligodendrocyte_progenitor_2
3036,2656144900139100108,astrocyte_1
3037,2656144900235100169,DH_ex_Gpr83
3038,2656144900529100204,DH_ex_Nmu/Tac2
3039,2707604700067100037,DM_ex_Zfhx3
3040,2787445900126100102,DM_ex_Zfhx3
3041,2787445900861100092,oligodendrocyte_progenitor_2
3042,2796212800617100052,oligodendrocyte_progenitor_2
3043,2946331700000000226,oligodendrocyte_progenitor_2
3044,2656144900394100177,DH_ex_Reln/Nmur2
3045,2707737900033100114,oligodendrocyte_progenitor_2
3046,2707604700224100100,oligodendrocyte_progenitor_2
3047,2787445900725100139,oligodendrocyte_progenitor_2
3048,2796212800854100128,oligodendrocyte_progenitor_2
3049,2787445900424100219,visceral_motoneuron
3050,2795103300231100041,oligodendrocyte_progenitor_2
3051,2795584800483100060,DH_ex_Sox5/Tac1
3052,2787445900360100101,oligodendrocyte_progenitor_2
3053,2787445900204100072,oligodendrocyte_progenitor_2
3054,2787445900254100028,oligodendrocyte_progenitor_2
3055,2787445900620100194,M_ex_Vsx2
3056,2656144900503100092,DH_ex_Gpr83
3057,2787445900248100093,oligodendrocyte_progenitor_2
3058,2795584800238100195,DH_ex_Nmu/Tac2
3059,2796212800920100176,oligodendrocyte_progenitor_2
3060,2656143800079100124,alpha_motoneuron
3061,2726562700098100191,oligodendrocyte_1
3062,2787889600382100009,oligodendrocyte_progenitor_2
3063,2707604000041100216,oligodendrocyte_progenitor_2
3064,2707604800014100200,DM_ex_Zfhx3
3065,2656144900582100061,astrocyte_1
3066,2796212800420100048,DH_in_Npy
3067,2707737900061100243,MV_in_Gabra1
3068,2796212800431100100,oligodendrocyte_progenitor_2
3069,2787445900207200058,oligodendrocyte_progenitor_2
3070,2795103300144100207,oligodendrocyte_progenitor_2
3071,2707604800059100101,oligodendrocyte_progenitor_2
3072,2726544600134100266,DH_ex_Prkcg/Rxfp1
3073,2787445900358100089,oligodendrocyte_progenitor_2
3074,2787445900549100091,DH_in_Npy2r
3075,2656144300141100102,oligodendrocyte_progenitor_2
3076,2787445900325100055,MV_in_Gabra1
3077,2787445900715100178,MV_in_Sema5b
3078,2656143800055100088,oligodendrocyte_progenitor_2
3079,2945606900000008639,oligodendrocyte_progenitor_2
3080,2945606900000017007,M_ex_Vsx2
3081,2946331700000015026,DH_in_Cdh3
3082,2656143800392100113,oligodendrocyte_progenitor_2
3083,2707737900133100065,MV_in_Esrrb
3084,2707604700129100116,oligodendrocyte_progenitor_2
3085,2945606900000011833,oligodendrocyte_progenitor_2
3086,2707604000087100248,oligodendrocyte_progenitor_2
3087,2795103300232100152,DM_ex_Zfhx3
3088,2726544600083100032,visceral_motoneuron
3089,2656144900238100152,astrocyte_1
3090,2787889600442100223,oligodendrocyte_progenitor_2
3091,2795584800204100013,oligodendrocyte_progenitor_2
3092,2795584800454100181,DH_ex_Gpr83
3093,2795903600381100121,oligodendrocyte_progenitor_2
3094,2796212800911100135,alpha_motoneuron
3095,2787445900548100045,DH_ex_Reln/Nmur2
3096,2787445900285100230,MV_ex_Syt2
3097,2795584800586100199,MV_in_Gm26673
3098,2656144900136100022,DH_in_Pdyn/Gal
3099,2787889600024100276,oligodendrocyte_progenitor_2
3100,2707604700039100110,oligodendrocyte_progenitor_2
3101,2787445900694100151,oligodendrocyte_progenitor_2
3102,2787445900618100015,oligodendrocyte_progenitor_2
3103,2707604700063200086,oligodendrocyte_progenitor_2
3104,2787889600549100040,oligodendrocyte_progenitor_2
3105,2656143800415200026,DH_in_Pdyn/Gal
3106,2787445900387100144,DH_ex_Gpr83
3107,2656143800003100174,DH_ex_Reln
3108,2787889600484100114,oligodendrocyte_progenitor_2
3109,2795584800447200059,oligodendrocyte_progenitor_2
3110,2795584800494100164,DH_ex_Reln/Nmur2
3111,2707604800381100208,oligodendrocyte_progenitor_2
3112,2946331700000004372,oligodendrocyte_progenitor_2
3113,2656144900540100119,astrocyte_1
3114,2707604700316100018,oligodendrocyte_progenitor_2
3115,2795103300199100126,oligodendrocyte_progenitor_2
3116,2707737900020100115,MV_in_Gabra1
3117,2795584800202100097,oligodendrocyte_progenitor_2
3118,2707604800120100016,oligodendrocyte_progenitor_2
3119,2787445900822100024,oligodendrocyte_progenitor_2
3120,2787445900754100135,oligodendrocyte_progenitor_2
3121,2787445900897100166,oligodendrocyte_progenitor_2
3122,2707604700225100088,oligodendrocyte_progenitor_2
3123,2945606900000007061,oligodendrocyte_progenitor_2
3124,2796212800882100121,DH_in_Npy
3125,2707604800381100184,MV_in_Sema5b
3126,2787445900585100137,oligodendrocyte_progenitor_2
3127,2796212800554100140,oligodendrocyte_progenitor_2
3128,2707604800383100102,M_in_Tfap2b
3129,2796212800422100029,oligodendrocyte_progenitor_2
3130,2787889600058100165,MV_in_Gm26673
3131,2795584800554100053,oligodendrocyte_progenitor_2
3132,2946331700000013147,astrocyte_2
3133,2787889600414100221,oligodendrocyte_progenitor_2
3134,2787889600478100135,oligodendrocyte_progenitor_2
3135,2656143800153100147,DH_in_Cdh3
3136,2787889600444100173,oligodendrocyte_progenitor_2
3137,2796212800882100235,oligodendrocyte_progenitor_2
3138,2656144900539100036,astrocyte_1
3139,2787445900135100181,MV_ex_Syt2
3140,2787889600061100183,oligodendrocyte_progenitor_2
3141,2946331700000003533,oligodendrocyte_progenitor_2
3142,2787445900426100162,oligodendrocyte_progenitor_2
3143,2787889600197100038,oligodendrocyte_progenitor_2
3144,2787445900290100041,DH_ex_Reln
3145,2787889600488100105,oligodendrocyte_progenitor_2
3146,2656143800030100114,oligodendrocyte_progenitor_2
3147,2707737900060100102,oligodendrocyte_progenitor_2
3148,2945606900000003039,oligodendrocyte_progenitor_2
3149,2795903600641100121,MV_in_Gabra1
3150,2946331700000020255,astrocyte_1
3151,2787445900285100095,DH_in_Npy
3152,2787445900546100206,oligodendrocyte_progenitor_2
3153,2787445900351100078,oligodendrocyte_progenitor_2
3154,2787445900718100138,M_ex_Vsx2
3155,2707604700271100043,oligodendrocyte_progenitor_2
3156,2707604700083200005,oligodendrocyte_progenitor_2
3157,2787889600096100085,oligodendrocyte_progenitor_2
3158,2787445900236100041,oligodendrocyte_progenitor_2
3159,2945606900000008034,DH_ex_Nmu/Tac2
3160,2787889600351100301,MV_in_Esrrb
3161,2787889600317100050,oligodendrocyte_progenitor_2
3162,2656144900111100046,DH_ex_Nmu/Tac2
3163,2726544600028200111,oligodendrocyte_progenitor_2
3164,2946331700000009271,astrocyte_1
3165,2787889600276100099,DH_ex_Grp
3166,2946331700000018992,astrocyte_1
3167,2787889600326100066,DH_ex_Sox5/Tac1
